strain,date,region,country,division,location,region_exposure,country_exposure,division_exposure,host,Nextstrain_clade,pango_lineage,clade_nextstrain,clade_who,Nextclade_pango,originating_lab,submitting_lab
USA/WA-PHL-000740/2021,2021-05-03,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000742/2021,2021-05-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000748/2021,2021-04-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000752/2021,2021-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000753/2021,2021-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000757/2021,2021-05-08,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21A (Delta),AY.48,21A,Delta,B.1.617.2,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000767/2021,2021-05-04,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000768/2021,2021-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000769/2021,2021-04-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000770/2021,2021-04-25,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000771/2021,2021-04-25,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000774/2021,2021-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000775/2021,2021-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000776/2021,2021-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000777/2021,2021-04-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000778/2021,2021-04-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000780/2021,2021-05-18,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000795/2021,2021-05-02,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000796/2021,2021-04-25,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000797/2021,2021-05-01,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000805/2021,2021-05-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000834/2021,2021-05-09,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000835/2021,2021-05-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000836/2021,2021-05-17,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),B.1.617.2,21J,Delta,B.1.617.2,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000839/2021,2021-04-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000840/2021,2021-04-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000841/2021,2021-05-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000848/2021,2021-05-02,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000878/2021,2021-05-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",Q.3,20I,Alpha,Q.3,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000888/2021,2021-05-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000907/2021,2021-05-22,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000965/2021,2021-05-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000967/2021,2021-05-23,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000974/2021,2021-06-04,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000979/2021,2021-06-02,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1,20J,Gamma,P.1,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000980/2021,2021-06-03,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000998/2021,2021-06-13,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-000999/2021,2021-06-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,20C,B.1.637,20C,,B.1.637,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-001042/2021,2021-06-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.17,20J,Gamma,P.1.17,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-001094/2021,2021-07-01,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21I (Delta),AY.2,21I,Delta,AY.2,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-001113/2021,2021-06-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20J (Gamma, V3)",P.1.10,20J,Gamma,P.1.10,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-001114/2021,2021-06-27,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21I (Delta),AY.26,21I,Delta,AY.26,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-001138/2021,2021-06-20,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21I (Delta),AY.38,21I,Delta,B.1.617.2,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-001139/2021,2021-06-21,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21I (Delta),AY.38,21I,Delta,B.1.617.2,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-001140/2021,2021-06-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-001141/2021,2021-06-24,North America,USA,Washington,King County WA,North America,USA,Washington,Human,"20I (Alpha, V1)",B.1.1.7,20I,Alpha,B.1.1.7,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-001142/2021,2021-07-08,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-001148/2021,2021-06-04,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21I (Delta),B.1.617.2,21I,Delta,B.1.617.2,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-001151/2021,2021-06-28,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.103,21J,Delta,AY.103,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-001170/2021,2021-07-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
USA/WA-PHL-001171/2021,2021-07-08,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21J (Delta),AY.117,21J,Delta,AY.117,Washington State Department of Health Public Health Laboratories,Washington State Department of Health Public Health Laboratories
